id,scientific_name,common_name,old_level,new_level,old_notes,new_notes,parts,changes
AAA1086,Pyracantha coccinea,Scarlet Firethorn,faint,light,Light somewhat musky scent.,The flowers have a light somewhat musky scent.,flower,level:faint->light; notes:sentence
AAA1106,Ratibida columnifera,Upright Prairie Coneflower,faint,light,Anise-like scent when crushed.,The flowers have an anise-like scent when crushed scent.,flower,level:faint->light; notes:sentence
AAA1109,Rhamnus cathartica,Common Buckthorn,faint,light,Light sweet scent.,The flowers have a light sweet scent.,flower,level:faint->light; notes:sentence
AAA1115,Rhododendron augustinii,Augustine's Rhododendron,faint,light,Very light sweet scent.,The flowers have a very light sweet scent.,flower,level:faint->light; notes:sentence
AAA1116,Rhododendron austrinum,Orange Azalea,strong,strong,Rich honeysuckle-like sweet fragrance.,The flowers have a rich honeysuckle-like sweet fragrance.,flower,notes:sentence
AAA1119,Rhododendron macrophyllum,Pacific Rhododendron,faint,light,,Flowers may have a light sweet scent.,flower,level:faint->light; notes:filled
AAA1120,Rhododendron minus,Gorge Rhododendron,faint,light,Mild scent.,The flowers have a mild scent.,flower,level:faint->light; notes:sentence
AAA1121,Rhododendron ponticum,Pontic Rhododendron,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1122,Rhododendron schlippenbachii,Royal Azalea,faint,light,Mild sweet scent.,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1123,Rhododendron yakushimanum,Rhododendron Degronianum,faint,light,Mild sweet scent.,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1127,Ribes rubrum,Red Currant,faint,light,Subtle herbal aroma from crushed leaves.,Subtle herbal aroma from crushed leaves.,leaf,level:faint->light
AAA1130,Robinia hispida,Bristly Locust,faint,light,mild sweet,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1131,Rodgersia aesculifolia,Chinese Rodgersia,faint,light,mild sweet,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1133,Rodgersia podophylla,Japanese Rodgersia,faint,light,Flowers lightly sweet-scented on warm days.,Flowers lightly sweet-scented on warm days.,flower,level:faint->light
AAA1134,Rodgersia sambucifolia,Rodgersia sambucifolia,faint,light,Flowers lightly sweet-scented.,The flowers have a lightly sweet-scented scent.,flower,level:faint->light; notes:sentence
AAA1135,Romneya coulteri,Coulter's Matilija Poppy,faint,light,Delicate sweet scent.,The flowers have a delicate sweet scent.,flower,level:faint->light; notes:sentence
AAA1136,Rosa 'About Face',About Face,moderate,moderate,Apple-spice scent.,The flowers have an apple-spice scent.,flower,notes:sentence
AAA1138,Rosa 'America',America,strong,strong,Strong spicy clove scent.,The flowers have a strong spicy clove scent.,flower,notes:sentence
AAA1140,Rosa 'At Last',At Last,strong,strong,Classic rich tea-rose fragrance.,The flowers have a classic rich tea-rose fragrance.,flower,notes:sentence
AAA1142,Rosa 'Baronne Prevost',Baronne Prevost,strong,strong,Powerful classic damask-rose fragrance.,The flowers have a powerful classic damask-rose fragrance.,flower,notes:sentence
AAA1143,Rosa 'Betty Boop',Betty Boop,moderate,light,Light sweet apple scent.,The flowers have a light sweet apple scent.,flower,level:moderate->light; notes:sentence
AAA1144,Rosa 'Blaze',Blaze,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1145,Rosa 'Bonica',Bonica,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1147,Rosa 'Brass Band',Brass Band,moderate,moderate,Sweet fruity scent.,The flowers have a sweet fruity scent.,flower,notes:sentence
AAA1148,Rosa 'Carefree Beauty',Carefree Beauty,moderate,moderate,Sweet tea-rose scent.,The flowers have a sweet tea-rose scent.,flower,notes:sentence
AAA1149,Rosa 'Carefree Wonder',Carefree Wonder,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1150,Rosa 'Cecile Brunner',Cecile Brunner,moderate,moderate,Sweet tea-rose fragrance.,The flowers have a sweet tea-rose fragrance.,flower,notes:sentence
AAA1151,Rosa 'Cherish',Cherish,faint,light,Light tea scent.,The flowers have a light tea scent.,flower,level:faint->light; notes:sentence
AAA1152,Rosa 'Chrysler Imperial',Chrysler Imperial,strong,strong,Classic damask rose fragrance.,The flowers have a classic damask rose fragrance.,flower,notes:sentence
AAA1153,Rosa 'Cupcake',Cupcake,faint,light,Very light scent.,The flowers have a very light scent.,flower,level:faint->light; notes:sentence
AAA1154,Rosa 'Dainty Bess',Dainty Bess,moderate,light,Light clove-and-rose scent.,The flowers have a light clove-and-rose scent.,flower,level:moderate->light; notes:sentence
AAA1155,Rosa 'Don Juan',Don Juan,strong,strong,Strong damask fragrance.,The flowers have a strong damask fragrance.,flower,notes:sentence
AAA1156,Rosa 'Double Delight',Double Delight,strong,strong,Strong spicy damask scent.,The flowers have a strong spicy damask scent.,flower,notes:sentence
AAA1157,Rosa 'Double Knock Out',Double Knock Out,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1158,Rosa 'Drift Coral',Drift Coral,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1159,Rosa 'Drift Pink',Drift Pink,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1160,Rosa 'Drift Red',Drift Red,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1161,Rosa 'Easy Going',Easy Going,faint,light,Light fruity scent.,The flowers have a light fruity scent.,flower,level:faint->light; notes:sentence
AAA1162,Rosa 'Eden',Eden,moderate,light,Light old-rose fragrance.,The flowers have a light old-rose fragrance.,flower,level:moderate->light; notes:sentence
AAA1163,Rosa 'Elina',Elina,moderate,light,Light fresh tea scent.,The flowers have a light fresh tea scent.,flower,level:moderate->light; notes:sentence
AAA1164,Rosa 'Europeana',Europeana,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1165,Rosa 'Flower Carpet Pink',Flower Carpet Pink,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1166,Rosa 'Flower Carpet Red',Flower Carpet Red,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1169,Rosa 'Garden Party',Garden Party,moderate,light,Light fruity scent.,The flowers have a light fruity scent.,flower,level:moderate->light; notes:sentence
AAA1170,Rosa 'Gertrude Jekyll',Gertrude Jekyll,strong,strong,Quintessential old-damask rose fragrance.,The flowers have a quintessential old-damask rose fragrance.,flower,notes:sentence
AAA1171,Rosa 'Gold Medal',Gold Medal,moderate,light,Light tea and fruit scent.,Light tea and fruit scent.,flower,level:moderate->light
AAA1173,Rosa 'Golden Showers',Golden Showers,moderate,moderate,Sweet tea-rose scent.,The flowers have a sweet tea-rose scent.,flower,notes:sentence
AAA1176,Rosa 'Home Run',Home Run,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1178,Rosa 'Iceberg',Iceberg,faint,light,Light honey scent.,The flowers have a light honey scent.,flower,level:faint->light; notes:sentence
AAA1179,Rosa 'Ingrid Bergman',Ingrid Bergman,faint,light,Light tea-rose scent.,The flowers have a light tea-rose scent.,flower,level:faint->light; notes:sentence
AAA1180,Rosa 'John F. Kennedy',John F. Kennedy,strong,strong,Strong sweet tea-rose scent.,The flowers have a strong sweet tea-rose scent.,flower,notes:sentence
AAA1181,Rosa 'Joseph's Coat',Joseph's Coat,faint,light,Light tea scent.,The flowers have a light tea scent.,flower,level:faint->light; notes:sentence
AAA1183,Rosa 'Julia Child',Julia Child,strong,strong,Strong licorice-anise scent.,The flowers have a strong licorice-anise scent.,flower,notes:sentence
AAA1184,Rosa 'Just Joey',Just Joey,strong,strong,Strong fruity scent.,The flowers have a strong fruity scent.,flower,notes:sentence
AAA1185,Rosa 'Knock Out',Knock Out,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1187,Rosa 'Louis Philippe',Louis Philippe,moderate,light,Light sweet China-rose scent.,The flowers have a light sweet China-rose scent.,flower,level:moderate->light; notes:sentence
AAA1188,Rosa 'Macy's Pride',Macy's Pride,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1190,Rosa 'Marilyn Monroe',Marilyn Monroe,faint,light,Light tea-rose scent.,The flowers have a light tea-rose scent.,flower,level:faint->light; notes:sentence
AAA1192,Rosa 'Meidiland Red',Meidiland Red,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1193,Rosa 'Mister Lincoln',Mister Lincoln,strong,strong,Rich damask rose scent.,The flowers have a rich damask rose scent.,flower,notes:sentence
AAA1195,Rosa 'Nearly Wild',Nearly Wild,faint,light,Light sweet scent.,The flowers have a light sweet scent.,flower,level:faint->light; notes:sentence
AAA1196,Rosa 'New Dawn',New Dawn,moderate,light,Light sweet apple scent.,The flowers have a light sweet apple scent.,flower,level:moderate->light; notes:sentence
AAA1197,Rosa 'Old Blush',Old Blush,moderate,light,Light sweet-pea scent.,The flowers have a light sweet-pea scent.,flower,level:moderate->light; notes:sentence
AAA1199,Rosa 'Olympiad',Olympiad,faint,light,Light tea-rose scent.,The flowers have a light tea-rose scent.,flower,level:faint->light; notes:sentence
AAA1200,Rosa 'Oso Easy Double Red',Oso Easy Double Red,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1201,Rosa 'Pascali',Pascali,faint,light,Light fresh scent.,The flowers have a light fresh scent.,flower,level:faint->light; notes:sentence
AAA1202,Rosa 'Paul Shirville',Paul Shirville,strong,strong,Strong sweet honeyed fragrance.,The flowers have a strong sweet honeyed fragrance.,flower,notes:sentence
AAA1203,Rosa 'Peace',Peace,moderate,light,Light sweet fruity scent.,The flowers have a light sweet fruity scent.,flower,level:moderate->light; notes:sentence
AAA1204,Rosa 'Perfume Delight',Perfume Delight,strong,strong,Intense old-rose damask-spice scent.,The flowers have an intense old-rose damask-spice scent.,flower,notes:sentence
AAA1205,Rosa 'Pink Knock Out',Pink Knock Out,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1206,Rosa 'Pink Promise',Pink Promise,moderate,light,Light old-rose scent.,The flowers have a light old-rose scent.,flower,level:moderate->light; notes:sentence
AAA1207,Rosa 'Playboy',Playboy,faint,light,Light tea scent.,The flowers have a light tea scent.,flower,level:faint->light; notes:sentence
AAA1208,Rosa 'Popcorn',Popcorn,faint,light,Light honey scent.,The flowers have a light honey scent.,flower,level:faint->light; notes:sentence
AAA1210,Rosa 'Queen Elizabeth',Queen Elizabeth,moderate,light,Light sweet tea-rose scent.,The flowers have a light sweet tea-rose scent.,flower,level:moderate->light; notes:sentence
AAA1211,Rosa 'Queen of Sweden',Queen of Sweden,moderate,light,Light myrrh and old-rose scent.,Light myrrh and old-rose scent.,flower,level:moderate->light
AAA1212,Rosa 'Rainbow Knock Out',Rainbow Knock Out,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1213,Rosa 'Rainbow's End',Rainbow's End,faint,light,Very light scent.,The flowers have a very light scent.,flower,level:faint->light; notes:sentence
AAA1214,Rosa 'Sally Holmes',Sally Holmes,moderate,moderate,Sweet musky scent.,The flowers have a sweet musky scent.,flower,notes:sentence
AAA1215,Rosa 'Savoy Hotel',Savoy Hotel,moderate,light,Light sweet scent.,The flowers have a light sweet scent.,flower,level:moderate->light; notes:sentence
AAA1216,Rosa 'Scarlet Meidiland',Scarlet Meidiland,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1218,Rosa 'Sexy Rexy',Sexy Rexy,faint,light,Light spicy scent.,The flowers have a light spicy scent.,flower,level:faint->light; notes:sentence
AAA1220,Rosa 'Showbiz',Showbiz,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1221,Rosa 'Simplicity',Simplicity,faint,light,Light tea scent.,The flowers have a light tea scent.,flower,level:faint->light; notes:sentence
AAA1223,Rosa 'St. Patrick',St. Patrick,faint,light,Light tea-rose scent.,The flowers have a light tea-rose scent.,flower,level:faint->light; notes:sentence
AAA1224,Rosa 'Sterling Silver',Sterling Silver,strong,strong,Strong lemon-verbena citrus scent.,The flowers have a strong lemon-verbena citrus scent.,flower,notes:sentence
AAA1230,Rosa 'Tiffany',Tiffany,strong,strong,Strong sweet fruity scent.,The flowers have a strong sweet fruity scent.,flower,notes:sentence
AAA1231,Rosa 'Tournament of Roses',Tournament of Roses,faint,light,Light scent.,The flowers have a light scent.,flower,level:faint->light; notes:sentence
AAA1232,Rosa 'Tropicana',Tropicana,strong,strong,Strong fruity scent.,The flowers have a strong fruity scent.,flower,notes:sentence
AAA1233,Rosa 'Veterans Honor',Veterans Honor,moderate,light,Light raspberry scent.,The flowers have a light raspberry scent.,flower,level:moderate->light; notes:sentence
AAA1235,Rosa 'Zephirine Drouhin',Zephirine Drouhin,strong,strong,Powerful damask-raspberry fragrance.,The flowers have a powerful damask-raspberry fragrance.,flower,notes:sentence
AAA1241,Rosa glauca,Red-Leaved Rose,faint,light,Mild sweet fragrance.,The flowers have a mild sweet fragrance.,flower,level:faint->light; notes:sentence
AAA1244,Rosa virginiana,Virginian Rose,moderate,moderate,Sweet classic rose fragrance.,The flowers have a sweet classic rose fragrance.,flower,notes:sentence
AAA1245,Rosa wichuraiana,Memorial Rose,moderate,moderate,Sweet apple-like rose fragrance.,The flowers have a sweet apple-like rose fragrance.,flower,notes:sentence
AAA1247,Rubus armeniacus,Armenian Blackberry,moderate,moderate,"Sweet, honey-like scent.","The flowers have a sweet, honey-like scent.",flower,notes:sentence
AAA1250,Rubus occidentalis,Black Raspberry,faint,light,,Flowers are lightly scented; ripe fruit has a mild berry aroma.,"flower,fruit",level:faint->light; notes:filled
AAA1251,Rubus spectabilis,Salmonberry,faint,light,,"Flowers have a light, delicate scent.",flower,level:faint->light; notes:filled
AAA1254,Rudbeckia subtomentosa,Sweet Black-Eyed Susan,moderate,moderate,"anise, vanilla","The foliage has an anise, vanilla scent.",leaf,notes:sentence
AAA1261,Sabal minor,Dwarf Palmetto,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1269,Salvia azurea,Giant Blue Sage,moderate,moderate,Sage-like aromatic foliage.,The foliage has a sage-like aromatic foliage scent.,leaf,notes:sentence
AAA1271,Salvia coccinea,Tropical Sage,faint,light,Mild sage scent from crushed leaves.,Mild sage scent from crushed leaves.,leaf,level:faint->light
AAA1273,Salvia farinacea,Mealy Blue Sage,moderate,moderate,Sage-like aromatic foliage.,The foliage has a sage-like aromatic foliage scent.,leaf,notes:sentence
AAA1275,Salvia guaranitica,Anise-Scented Sage,moderate,light,Mild licorice-anise scent from crushed leaves.,Mild licorice-anise scent from crushed leaves.,leaf,level:moderate->light
AAA1276,Salvia leucantha,Mexican Bush Sage,faint,light,Mild herbaceous sage scent.,The foliage has a mild herbaceous sage scent.,leaf,level:faint->light; notes:sentence
AAA1278,Salvia lycioides,Canyon Sage,moderate,moderate,Aromatic sage-like foliage.,The foliage has an aromatic sage-like foliage scent.,leaf,notes:sentence
AAA1282,Salvia patens,Gentian Sage,faint,light,Mild herbaceous scent from crushed leaves.,Mild herbaceous scent from crushed leaves.,leaf,level:faint->light
AAA1283,Salvia pratensis,Meadow Sage,moderate,moderate,sage-like aromatic,The foliage has a sage-like aromatic scent.,leaf,notes:sentence
AAA1284,Salvia regla,Mountain Sage,faint,light,Sage-like herbal scent when leaves bruised.,Sage-like herbal scent when leaves bruised.,leaf,level:faint->light
AAA1285,Salvia sclarea,Clary,strong,strong,"herbaceous, musky, bittersweet","The flowers have a herbaceous, musky, bittersweet scent.","leaf,flower",notes:sentence
AAA1286,Salvia splendens,Scarlet Sage,faint,light,Mild herbal scent when leaves are crushed.,Mild herbal scent when leaves are crushed.,leaf,level:faint->light
AAA1287,Salvia texana,Texas Sage,moderate,moderate,Sage-like aromatic foliage.,The foliage has a sage-like aromatic foliage scent.,leaf,notes:sentence
AAA1288,Salvia verticillata,Whorled Clary,moderate,moderate,sage-like,The foliage has a sage-like scent.,leaf,notes:sentence
AAA1289,Salvia x sylvestris,Valencian Clary,moderate,moderate,sage-like aromatic,The foliage has a sage-like aromatic scent.,leaf,notes:sentence
AAA1292,Sambucus nigra 'Black Lace',Black Lace Elderberry,moderate,moderate,Classic elderflower scent.,The flowers have a classic elderflower scent.,flower,notes:sentence
AAA1293,Sansevieria cylindrica,African Spear,faint,light,"Flowers produce mild sweet scent, usually at night.","Flowers produce mild sweet scent, usually at night.",flower,level:faint->light
AAA1296,Sansevieria zeylanica,Dracaena,faint,light,Faint nocturnal sweet fragrance when flowering.,Faint nocturnal sweet fragrance when flowering.,flower,level:faint->light
AAA1300,Satureja hortensis,Summer Savory,strong,strong,Peppery thyme-oregano aroma.,The foliage has a peppery thyme-oregano aroma.,leaf,notes:sentence
AAA1307,Sciadopitys verticillata,Koyamaki,faint,light,Mild resinous scent when crushed.,Mild resinous scent when crushed.,leaf,level:faint->light
AAA1308,Scilla bifolia,Alpine Squill,faint,light,Flowers very lightly sweet-scented.,The flowers have a very lightly sweet-scented scent.,flower,level:faint->light; notes:sentence
AAA1309,Scilla mischtschenkoana,Mishchenko Squill,faint,light,mild honey-like,The flowers have a mild honey-like scent.,flower,level:faint->light; notes:sentence
AAA1310,Scilla siberica,Siberian Squill,faint,light,Flowers very lightly sweet-scented.,The flowers have a very lightly sweet-scented scent.,flower,level:faint->light; notes:sentence
AAA1315,Sedum spectabile,Butterfly Stonecrop,faint,light,Subtle honey scent attracts abundant pollinators.,Subtle honey scent attracts abundant pollinators.,flower,level:faint->light
AAA1327,Sequoia sempervirens,Coast Redwood,faint,light,Faint aromatic scent from crushed foliage and cut wood.,Faint aromatic scent from crushed foliage and cut wood.,"leaf,wood",level:faint->light
AAA1328,Sequoiadendron giganteum,Giant Sequoia,faint,light,Mild aromatic scent from crushed foliage.,Mild aromatic scent from crushed foliage.,"leaf,wood",level:faint->light
AAA1330,Serissa foetida,Snowrose,faint,light,Flowers faintly sweet; crushed leaves have an unpleasant smell.,Flowers faintly sweet; crushed leaves have an unpleasant smell.,flower,level:faint->light
AAA1334,Silybum marianum,Milk Thistle,faint,light,Light sweet scent.,The flowers have a light sweet scent.,flower,level:faint->light; notes:sentence
AAA1338,Solanum betaceum,Tamarillo,faint,light,Faint musky scent from flowers.,Faint musky scent from flowers.,flower,level:faint->light
AAA1340,Solanum crispum,Chilean Potato Vine,faint,light,Mild sweet scent.,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1345,Solidago canadensis,Canada Goldenrod,faint,light,Light honey-like scent attractive to late-season pollinators.,Light honey-like scent attractive to late-season pollinators.,flower,level:faint->light
AAA1346,Solidago rugosa,Common Wrinkle-Leaved Goldenrod,faint,light,Flowers mildly honey-sweet; foliage faintly anise-like when crushed.,Flowers mildly honey-sweet; foliage faintly anise-like when crushed.,"flower,leaf",level:faint->light
AAA1347,Solidago sphacelata,Autumn Goldenrod,faint,light,Flowers lightly honey-scented to pollinators; barely perceptible to humans.,Flowers lightly honey-scented to pollinators; barely perceptible to humans.,flower,level:faint->light
AAA1351,Sorbus alnifolia,Alder-Leaved Whitebeam,faint,light,Mild hawthorn-like scent.,The flowers have a mild hawthorn-like scent.,flower,level:faint->light; notes:sentence
AAA1352,Sorbus americana,American Mountain Ash,faint,light,Musky hawthorn-like scent.,The flowers have a musky hawthorn-like scent.,flower,level:faint->light; notes:sentence
AAA1355,Spathiphyllum wallisii,Peace Lily,faint,light,"Spathe emits a very faint sweet scent, most noticeable at close range.","Spathe emits a very faint sweet scent, most noticeable at close range.",flower,level:faint->light
AAA1357,Spiraea betulifolia,Birch-Leaved Spirea,faint,light,Flowers lightly honey-scented.,The flowers have a lightly honey-scented scent.,flower,level:faint->light; notes:sentence
AAA1358,Spiraea cantoniensis,Reeve's Spirea,faint,light,Flowers lightly honey-scented.,The flowers have a lightly honey-scented scent.,flower,level:faint->light; notes:sentence
AAA1360,Spiraea nipponica,Snowmound Spirea,faint,light,Mild sweet scent.,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1361,Spiraea prunifolia,Bridal-Wreath,faint,light,Flowers lightly honey-scented.,The flowers have a lightly honey-scented scent.,flower,level:faint->light; notes:sentence
AAA1362,Spiraea thunbergii,Thunberg's Meadowsweet,faint,light,Mild sweet scent.,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1363,Spiraea x bumalda,Japanese Spiraea,faint,light,Mild honey-like scent.,The flowers have a mild honey-like scent.,flower,level:faint->light; notes:sentence
AAA1364,Stachys byzantina,Woolly Hedgenettle,faint,light,mild herbaceous,The foliage has a mild herbaceous scent.,leaf,level:faint->light; notes:sentence
AAA1365,Stachys officinalis,Common Hedge-Nettle,faint,light,mild herbaceous,The foliage has a mild herbaceous scent.,leaf,level:faint->light; notes:sentence
AAA1368,Stevia rebaudiana,Stevia,faint,light,Subtle sweet-herbal aroma when crushed.,Subtle sweet-herbal aroma when crushed.,leaf,level:faint->light
AAA1369,Stewartia koreana,Japanese Stewartia,faint,light,mild,The flowers have a mild scent.,flower,level:faint->light; notes:sentence
AAA1370,Stewartia monadelpha,Tall Stewartia,faint,light,mild,The flowers have a mild scent.,flower,level:faint->light; notes:sentence
AAA1376,Styphnolobium japonicum,Japanese Pagoda Tree,faint,light,mild sweet,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1377,Styrax japonicus,Japanese Snowbell,moderate,light,"sweet, light","The flowers have a sweet, light scent.",flower,level:moderate->light; notes:sentence
AAA1378,Styrax obassia,Fragrant Snowbell,strong,strong,"sweet, intense","The flowers have a sweet, intense scent.",flower,notes:sentence
AAA1380,Symphoricarpos albus,Common Snowberry,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1381,Symphyotrichum ericoides,White Heath Aster,faint,light,Foliage faintly aromatic when brushed; flowers nearly scentless.,Foliage faintly aromatic when brushed; flowers nearly scentless.,leaf,level:faint->light
AAA1382,Symphyotrichum novae-angliae,New England Aster,faint,light,Light earthy-floral scent.,The flowers have a light earthy-floral scent.,flower,level:faint->light; notes:sentence
AAA1390,Tamarix ramosissima,Saltcedar,faint,light,Light sweet scent.,The flowers have a light sweet scent.,flower,level:faint->light; notes:sentence
AAA1391,Tanacetum parthenium,Feverfew,moderate,moderate,Bitter camphorous-citrus aroma.,The foliage has a bitter camphorous-citrus aroma.,leaf,notes:sentence
AAA1392,Taraxacum officinale,Common Dandelion,faint,light,Flowers lightly honey-scented.,The flowers have a lightly honey-scented scent.,flower,level:faint->light; notes:sentence
AAA1396,Tecoma alata,Tecoma alata,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1397,Tecoma stans,Yellow Trumpet Flower,faint,light,Light sweet scent.,The flowers have a light sweet scent.,flower,level:faint->light; notes:sentence
AAA1398,Tellima grandiflora,Fringe Cups,faint,light,Subtle fragrance at dusk.,"The flowers have a subtle fragrance, especially at dusk.",flower,level:faint->light; notes:sentence
AAA1399,Ternstroemia gymnanthera,Japanese Ternstroemia,moderate,moderate,Sweet honey-jasmine fragrance.,The flowers have a sweet honey-jasmine fragrance.,flower,notes:sentence
AAA1404,Thelesperma filifolium,Stiff Greenthread,faint,light,,Foliage has a light resinous scent when crushed.,leaf,level:faint->light; notes:filled
AAA1408,Thymophylla tenuiloba,Bristleleaf Pricklyleaf,faint,light,,Foliage has a light aromatic scent when crushed.,leaf,level:faint->light; notes:filled
AAA1410,Thymus pseudolanuginosus,Woolly Thyme,faint,light,Faint thyme scent compared to culinary thymes.,Faint thyme scent compared to culinary thymes.,leaf,level:faint->light
AAA1413,Thymus x citriodorus,Lemon Thyme,strong,strong,Strong lemon-thyme aroma.,The foliage has a strong lemon-thyme aroma.,leaf,notes:sentence
AAA1414,Tiarella cordifolia,Heartleaf Foamflower,faint,light,Flowers only lightly sweet-scented.,The flowers have an only lightly sweet-scented scent.,flower,level:faint->light; notes:sentence
AAA1418,Tilia americana,Basswood,strong,strong,honey-sweet,The flowers have a honey-sweet scent.,flower,notes:sentence
AAA1420,Tilia tomentosa,Silver Lime,strong,strong,"honey-sweet, intense","The flowers have a honey-sweet, intense scent.",flower,notes:sentence
AAA1422,Tillandsia usneoides,Spanish Moss,faint,light,Tiny flowers have a light sweet scent most noticeable at night.,Tiny flowers have a light sweet scent most noticeable at night.,flower,level:faint->light
AAA1423,Tithonia rotundifolia,Red Sunflower,faint,light,Slight resinous scent when foliage bruised.,Slight resinous scent when foliage bruised.,leaf,level:faint->light
AAA1432,Tragopogon porrifolius,Purple Salsify,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1433,Trifolium dubium,Lesser Hop Trefoil,faint,light,Flowers lightly honey-scented.,The flowers have a lightly honey-scented scent.,flower,level:faint->light; notes:sentence
AAA1435,Trifolium repens,White Clover,moderate,moderate,"Flowers sweetly honey-scented, a major bee plant.","The flowers have a sweetly honey-scented, a major bee plant scent.",flower,notes:sentence
AAA1436,Trillium cuneatum,Little Sweet Betsy,faint,light,"spicy, fruity","The flowers have a spicy, fruity scent.",flower,level:faint->light; notes:sentence
AAA1437,Trillium luteum,Yellow Wakerobin,moderate,moderate,"lemon, citrus","The flowers have a lemon, citrus scent.",flower,notes:sentence
AAA1438,Tropaeolum majus,Garden Nasturtium,faint,light,Slightly peppery scent; not notable floral fragrance.,Slightly peppery scent; not notable floral fragrance.,"flower,leaf",level:faint->light
AAA1439,Tropaeolum minus,Dwarf Nasturtium,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1441,Tsuga mertensiana,Mountain Hemlock,faint,light,Mild resinous conifer scent.,The foliage has a mild resinous conifer scent.,leaf,level:faint->light; notes:sentence
AAA1443,Tulipa clusiana,Lady Tulip,faint,light,mild,The flowers have a mild scent.,flower,level:faint->light; notes:sentence
AAA1444,Tulipa gesneriana,Garden Tulip,faint,light,Most modern tulips are only lightly scented; some heirloom cultivars (particularly Double Early types) retain stronger fragrance.,Most modern tulips are only lightly scented; some heirloom cultivars (particularly Double Early types) retain stronger fragrance.,flower,level:faint->light
AAA1445,Tulipa greigii,Tulipa greigii,faint,light,mild,The flowers have a mild scent.,flower,level:faint->light; notes:sentence
AAA1446,Tulipa kaufmanniana,Waterlily Tulip,faint,light,mild,The flowers have a mild scent.,flower,level:faint->light; notes:sentence
AAA1447,Tulipa tarda,Late Tulip,faint,light,mild sweet,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1448,Tussilago farfara,Colt's-Foot,faint,light,Light honey scent.,The flowers have a light honey scent.,flower,level:faint->light; notes:sentence
AAA1456,Vaccinium corymbosum,Northern Highbush Blueberry,faint,light,Subtle honey aroma when in bloom.,Subtle honey aroma when in bloom.,flower,level:faint->light
AAA1460,Vanda coerulea,Blue Vanda,faint,light,Very faint or no fragrance.,Very faint or no fragrance.,flower,level:faint->light
AAA1461,Verbascum thapsus,Great Mullein,faint,light,Light honey scent.,The flowers have a light honey scent.,flower,level:faint->light; notes:sentence
AAA1462,Verbena bonariensis,Purpletop Vervain,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1463,Verbena canadensis,Rose Vervain,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1464,Verbena officinalis,Common Vervain,faint,light,Mild subtle aroma.,The foliage has a mild subtle aroma.,leaf,level:faint->light; notes:sentence
AAA1465,Verbena rigida,Slender Vervain,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
