priority,result,subject,id,scientific_name,current_level,ncsu_status,url,tags
P2,horse_toxic_source_only,horse,AAA0611,Helleborus orientalis,,toxic,https://plants.ces.ncsu.edu/plants/helleborus-orientalis/,air-pollution-tolerant; alkaline-soil-tolerant; border-front; broadleaf-evergreen; clumping; contact-dermatitis; container; deer-resistant; early-spring-flowers; fantz; fast-growing; fpp; groundcover; herbaceous-perennial; hs302; landscape-plant-sleuths-course; late-winter-flowers; long-lasting-flowers; low-maintenance; moist-soil; naturalized-area; naturalizes; part-shade; patio; perennial_1; pink-flowers; poisonous; poisonous-if-ingested; poor-soil-tolerant; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; purple-flowers; rabbit-resistant; shade-garden; shade-perennial; showy-flowers; small-spaces; spring-flowers; stormwater-demo-garden-orange-co; well-drained-soil; winter-interest
P2,horse_toxic_source_only,horse,AAA0636,Hosta plantaginea,,toxic,https://plants.ces.ncsu.edu/plants/hosta-plantaginea/,black-walnut-toxicity-tolerant; border-front; butterfly-friendly; butterfly-garden; cutting-garden; deer-damage; fpp; fragrant-flowers; heavy-shade-tolerant; herbaceous; herbaceous-perennial; hummingbirds; low-maintenance; mass-planting; nectar-plant-late-summer; nectar-plant-mid-summer; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-damage; rock-gardens; shade-garden; showy; showy-flowers; white-flowers; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0649,Hyacinthus orientalis,,toxic,https://plants.ces.ncsu.edu/plants/hyacinthus-orientalis/,4h; bulb; container; drought-tolerant; ebh; ebh-g; edging; fantz; florist-plant; flowers-mid-spring; fragrant-flowers; hs302; hs304; landscape-plant-sleuths-course; mass-planting; pink-flowers; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; purple; rock-gardens; sensory-garden; small-spaces; spring-flowering-bulbs; white-flowers
P2,horse_toxic_source_only,horse,AAA0651,Hydrangea arborescens,,toxic,https://plants.ces.ncsu.edu/plants/hydrangea-arborescens/,audubon; bee-friendly; bird-friendly; butterfly-friendly; clay-soils-tolerant; coastal-upl; colonizing; deciduous; fall-interest; food-source-fall; food-source-hard-mast-fruit; food-source-herbage; food-source-pollen; honey-bees; landscape-plant-sleuths-course; larval-host-plant; low-flammability; low-maintenance; moth-friendly; moths; native-garden; native-shrub; naturalizes; nc-native; nectar-plant; nectar-plant-early-summer; nectar-plant-late-spring; nectar-plant-mid-summer; neutral-ph; piedmont-mountains-facu; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rain-garden; rocky-soils-tolerant; salt-tolerant; shallow-soil-tolerant; slopes; stolon; suckers; tsc; tsc-s; wet-soils-tolerant; wildlife-friendly; woodland_1
P2,horse_toxic_source_only,horse,AAA0655,Hydrangea macrophylla,,toxic,https://plants.ces.ncsu.edu/plants/hydrangea-macrophylla/,acidic-soil-tolerant; alkaline-soil-tolerant; blue-flowers; coastal; cottage-garden; cpp; cutting-garden; dappled-shade; deciduous; deer-damage; dried-arrangements; fantz; fpp; heavy-shade-tolerant; hs111; hs303; landscape-plant-sleuths-course; moist-soil; mountains; ncemgva2018; nesting-site; part-shade; pink-flowers; poisonous; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; purple; purple-flowers; rounded; salt-tolerant; shade-garden; shade-shrub; showy-flowers; shrub; summer-flowers; tsc; tsc-s; well-drained-soil; white-flowers
P2,horse_toxic_source_only,horse,AAA0656,Hydrangea paniculata,,toxic,https://plants.ces.ncsu.edu/plants/hydrangea-paniculata/,air-pollution-tolerant; arching; asian-garden; border-back; borders; cascading; coarse; cottage-garden; cpp; cutting-garden; deciduous; deer-damage; dried-arrangements; fall-interest; full-sun; green-flowers; hedge; hs111; hs303; landscape-plant-sleuths-course; moist-soil; multistemmed; organic-soils; part-shade; pink-flowers; play; pollinator-plant; salt-tolerant; small-groups; small-tree; specimen; urban-conditions-tolerant; well-drained-soil; white-flowers; winter-wind-intolerant; woodland_1
P2,horse_toxic_source_only,horse,AAA0658,Hydrangea quercifolia,,toxic,https://plants.ces.ncsu.edu/plants/hydrangea-quercifolia/,bird-friendly; buncombe-county-sun-and-shade-garden; butterfly-friendly; childrens-garden; collier-preserve-tn; cpp; cutting-garden; deciduous; dried-arrangements; drought-tolerant; early-summer-flowers; edible-seeds; fall-flowers; fall-interest; fantz; food-source-fall; fpp; fragrant-flowers; hedge; hs111; hs303; landscape-plant-sleuths-course; late-spring-flowers; leathery-leaves; low-maintenance; mass-planting; mccarthy-memorial-garden; mixed-borders; nectar-plant; nighttime-garden; play; poisonous; poisonous-if-ingested; pollinator-plant; problem-for-cats; problem-for-dogs; rain-garden; showy-flowers; slow-growing; small-shrub; specimen; white-flowers; wildlife-friendly; winter-interest; woodland_1; year-round-interest
P2,horse_toxic_source_only,horse,AAA0659,Hydrangea serrata,,toxic,https://plants.ces.ncsu.edu/plants/hydrangea-serrata/,accent; acidic-soil-tolerant; borders; clay-soils-tolerant; clumping; coarse; container; cutting-garden; dappled-sunlight; deciduous; dried-arrangements; fantz; full-sun; interesting-flowers; layering; loamy-soils-tolerant; mass-planting; moist-soil; neutral-ph; organic-soils; part-shade; patio; pink-flowers; problem-for-cats; problem-for-dogs; problem-for-horses; rounded; sandy-soils-tolerant; showy-flowers; shrub; small-shrub; small-spaces; specimen; summer-flowers; well-drained-soil; white-flowers; woodland_1
P2,horse_toxic_source_only,horse,AAA0661,Hypericum perforatum,,toxic,https://plants.ces.ncsu.edu/plants/hypericum-perforatum/,childrens-garden; contact-dermatitis; dye-plant; fantz; high-maintenance; nectar-plant; play; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; weedy; wildflower; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0662,Hypochaeris radicata,,toxic,https://plants.ces.ncsu.edu/plants/hypochaeris-radicata/,edible; edible-garden; edible-leaves; edible-roots; fields; herbaceous; herbaceous-perennial; perennial_1; poor-soil-tolerant; problem-for-horses; self-seeding_1; weedy; wildflower; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0664,Ilex aquifolium,,toxic,https://plants.ces.ncsu.edu/plants/ilex-aquifolium/,4h; air-pollution-tolerant; bee-friendly; bird-friendly; dioecious; evergreen; evergreen-shrub; evergreen-tree; fall-interest; foundation-planting; fragrant-flowers; glossy-leaves; heat-intolerant; hedge; humidity-intolerant; landscape-plant-sleuths-course; poisonous-berries; poisonous-if-ingested; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; pyramidal; red-fruits; showy-fruits; specialized-bees; specimen; spines; spiny-leaves; thorns; wildlife-friendly; winter-interest
P2,horse_toxic_source_only,horse,AAA0668,Ilex opaca,,toxic,https://plants.ces.ncsu.edu/plants/ilex-opaca/,4h; alkaline-soil-intolerant; audubon; bee-friendly; bird-friendly; braham-arboretum; butterfly; butterfly-friendly; childrens-garden; christmas-decorations; coastal-fac; cover-plant-winter; cpp; evergreen; facu-piedmont-mountains; fantz; food-source-fall; food-source-herbage; food-source-nectar; food-source-pollen; food-source-soft-mast-fruit_1; food-source-winter_1; foundation-planting; fragrant-leaves; hedge; henrys-elfin-butterfly; high-flammability; highly-beneficial-coastal-plants; honey-bees; hs111; hs303; illustration; landscape-plant-sleuths-course; larval-host-plant; native-tree; nc-native; nectar-plant; nectar-plant-early-summer; nectar-plant-late-spring; nectar-plant-mid-spring; part-shade; play; poisonous; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rain-garden; red-fruits; salt-spray-tolerant; salt-tolerant; showy-fruits; slow-growing; specialized-bees; storm-damage-resistant; understory-shrub; understory-tree; wildlife-friendly; wind-tolerant; winter-interest; year-round-interest
P2,horse_toxic_source_only,horse,AAA0671,Illicium floridanum,,toxic,https://plants.ces.ncsu.edu/plants/illicium-floridanum/,brown; deer-resistant; erosion-control; evergreen; evergreen-shrub; fantz; fast-growing; fragrant-flowers; fragrant-leaves; glossy-leaves; green-fruits; heavy-shade-tolerant; hs111; hs304; large-shrub; low-maintenance; malodorous; naturalizes; poisonous; pollinator-plant; rain-garden; riparian; shade-garden; showy-fruits; shrub; small-tree; stormwater-demo-garden-orange-co; wet-soils-tolerant; winter-interest; yellow-fruits
P2,horse_toxic_source_only,horse,AAA0672,Illicium parviflorum,,toxic,https://plants.ces.ncsu.edu/plants/illicium-parviflorum/,acidic-soil-tolerant; alkaline-soil-tolerant; border-back; clay-soils-tolerant; cpp; dappled-shade; deer-resistant; disease-resistant; dry-soils-tolerant; easy-to-grow; evergreen; evergreen-shrub; fantz; foundation-planting; fragrant-leaves; hardy; heavy-shade-tolerant; hedge; hs304; loamy-soils-tolerant; moist-soil; naturalizes; part-shade; pest-resistant; poisonous; screen; shade-garden; shrub; wet-soils-tolerant; woodland_1; woody
P2,horse_toxic_source_only,horse,AAA0677,Ipomoea alba,,toxic,https://plants.ces.ncsu.edu/plants/ipomoea-alba/,container; deer-resistant; fall-interest; fragrant-flowers; interesting-flowers; large-flowers; long-bloom-time; low-maintenance; moth-friendly; moths; nectar-plant; nighttime-garden; nocturnal; patio; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; self-seeding_1; showy-flowers; summer-flowers; tropical-vine; vine; white-flowers; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0680,Ipomoea coccinea,,toxic,https://plants.ces.ncsu.edu/plants/ipomoea-coccinea/,audubon; bird-friendly; butterfly-friendly; coastal-fac; facu-piedmont-mountains; food-source-fall; food-source-hard-mast-fruit; food-source-nectar; food-source-winter_1; hummingbirds; nectar-plant-early-fall; nectar-plant-late-summer; nectar-plant-mid-fall; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; stream-banks; thicket; vine; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0681,Ipomoea purpurea,,toxic,https://plants.ces.ncsu.edu/plants/ipomoea-purpurea/,deciduous; early-fall-flowers; late-summer-flowers; mid-summer-flowers; nectar-plant; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; self-seeding_1; showy-flowers; specialized-bees; twining; weedy; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0682,Ipomoea tricolor,,toxic,https://plants.ces.ncsu.edu/plants/ipomoea-tricolor/,annual_1; arbor; blue-flowers; container; deer-resistant; fast-growing; full-sun; groundcover; heat-tolerant; high-maintenance; intolerance-wet-soils; landscape-plant-sleuths-course; poisonous; poor-soil-tolerant; problem-for-cats; problem-for-dogs; problem-for-horses; screen; self-seeding_1; showy-flowers; trellis; twining; urban-conditions-tolerant; vine; weedy
P2,horse_toxic_source_only,horse,AAA0684,Iris cristata,,toxic,https://plants.ces.ncsu.edu/plants/iris-cristata/,audubon; bee-friendly; butterfly-friendly; contact-dermatitis; cutting-garden; drought-tolerant; dry-shade; dry-soils-tolerant; flowers-mid-spring; food-source-herbage; food-source-nectar; food-source-pollen; food-source-summer; groundcover; herb-garden; hs302; hs304; large-flowers; late-spring-flowers; low-flammability; mammals; native-wildflower; naturalizes; nc-native; nc-native-pollinator-plant; part-shade; perennial_1; pink-flowers; poisonous; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; showy-flowers; spring-flowers; spring-interest; wildflower; wildlife-friendly; woodland_1
P2,horse_toxic_source_only,horse,AAA0686,Iris ensata,,toxic,https://plants.ces.ncsu.edu/plants/iris-ensata/,contact-dermatitis; cutting-garden; deer-resistant; full-sun; hs302; hs304; mid-summer-flowers; ncemgva2018; part-shade; poisonous; pond; problem-for-cats; problem-for-dogs; problem-for-horses; showy-flowers; summer-flowers; water-garden; wet-soils-tolerant
P2,horse_toxic_source_only,horse,AAA0691,Iris pseudacorus,,toxic,https://plants.ces.ncsu.edu/plants/iris-pseudacorus/,aggressive; bog; clumping; contact-dermatitis; dye-plant; fast-growing; high-maintenance; hs302; invasive; naturalizes; problem-for-cats; problem-for-dogs; problem-for-horses; rhizomes; showy-flowers; weedy; wet-soils-tolerant; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0692,Iris reticulata,,toxic,https://plants.ces.ncsu.edu/plants/iris-reticulata/,blue-flowers; border-front; bulb; contact-dermatitis; container; courtyard; deer-resistant; disease-resistant; drought-tolerant; dwarf; early-spring-flowers; ebh; ebh-g; fragrant-flowers; insect-resistant; lavender-flowers; mass-planting; naturalized-area; poisonous; pond-margins; problem-for-cats; problem-for-dogs; problem-for-horses; purple-flowers; rock-gardens; showy-flowers; small-spaces; spring-flowering-bulbs; stream-banks; walkway; winter-flowers; winter-interest; woodland_1
P2,horse_toxic_source_only,horse,AAA0694,Iris versicolor,,toxic,https://plants.ces.ncsu.edu/plants/iris-versicolor/,blue-flowers; blue-leaves; bog; borders; collier-preserve-tn; contact-dermatitis; cutting-garden; deer-resistant; early-summer-flowers; flood-tolerant; full-sun; hs304; large-flowers; low-maintenance; marshes; part-shade; pond; pond-margins; problem-for-cats; problem-for-dogs; problem-for-horses; purple-flowers; standing-water; swamps; water-garden; wet-soils-tolerant; wetland; wildflower
P2,horse_toxic_source_only,horse,AAA0698,Jacobaea maritima,,toxic,https://plants.ces.ncsu.edu/plants/jacobaea-maritima/,annual_1; beds; borders; container; drought-tolerant; edging; fantz; florist-plant; heavy-shade-tolerant; hs302; hs303; interesting-leaves; interiorscape; mixed-borders; problem-for-cats; problem-for-dogs; problem-for-horses; shade-annual
P2,horse_toxic_source_only,horse,AAA0731,Lantana camara,,toxic,https://plants.ces.ncsu.edu/plants/lantana-camara/,accent; aggressive; annual_1; apvg; apvg-a; butterfly-friendly; contact-dermatitis; container; cottage-garden; cpp; deciduous; deer-resistant; drought-tolerant; fast-growing; fpp; fragrant-leaves; full-sun; groundcover; hanging-baskets; heat-tolerant; hs111; hs303; hummingbirds; interiorscape; landscape-plant-sleuths-course; low-maintenance; medicinal; orange-flowers; perennial_1; pink-flowers; poisonous; pollinator-plant; poor-soil-tolerant; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; purple-flowers; salt-spray-tolerant; salt-tolerant; shrub; small-groups; summer-flowers; th-smell; toxic-to-cattle; tropical-feel; weedy
P2,horse_toxic_source_only,horse,AAA0732,Lantana montevidensis,,toxic,https://plants.ces.ncsu.edu/plants/lantana-montevidensis/,annual_1; bee-friendly; bird-friendly; butterfly-friendly; cascading-flowers; coastal; container; cottage-garden; creeping; dense-growth; drought-tolerant; dry-soils-tolerant; erosion-control; evergreen-shrub; frost-tender; full-sun; groundcover; lavender-flowers; mediterranean; pink-flowers; poisonous; poor-soil-tolerant; salt-tolerant; sandy-soils-tolerant; showy-flowers; slopes; sprawling; spreading; stream-banks; tender-perennial; trailing; tropical-feel; tropical-shrub; weeping; well-drained-soil; woody-shrub
P2,horse_toxic_source_only,horse,AAA0733,Laurus nobilis,,toxic,https://plants.ces.ncsu.edu/plants/laurus-nobilis/,container; edible-leaves; evergreen; evergreen-tree; fragrant-leaves; hedge; houseplant; interiorscape; leathery-leaves; low-flammability; patio; problem-for-cats; problem-for-dogs; problem-for-horses; screen; small-tree; th-taste; topiary; winter-interest; woodland_1
P2,horse_toxic_source_only,horse,AAA0734,Lavandula angustifolia,,toxic,https://plants.ces.ncsu.edu/plants/lavandula-angustifolia/,accent; buncombe-county-sun-and-shade-garden; butterfly-friendly; cpp; dried-arrangements; drought-tolerant; edible-garden; evergreen; fantz; fragrant-flowers; fragrant-leaves; full-sun; guilford-crevice-garden; herb-garden; herbaceous-perennial; hs111; hs303; lavender; lavender-flowers; pink-flowers; pollinator-plant; potpourri; problem-for-cats; problem-for-dogs; problem-for-horses; purple; showy-flowers; shrub; silver-leaves; summer-flowers; summer-interest; th-smell; th-taste; th-touch; th-wildlife; vhfn; vhfn-h; white-flowers
P2,horse_toxic_source_only,horse,AAA0742,Leucanthemum vulgare,,toxic,https://plants.ces.ncsu.edu/plants/leucanthemum-vulgare/,butterfly-friendly; contact-dermatitis; cottage-garden; cutting-garden; deer-resistant; drought-tolerant; dry-soils-tolerant; full-sun; long-lasting-flowers; naturalizes; nectar-plant; nighttime-garden; part-shade; perennial_1; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; showy-flowers; small-spaces; spring-interest; summer-flowers; weedy; white-flowers; wildflower
P2,horse_toxic_source_only,horse,AAA0745,Leucojum vernum,,toxic,https://plants.ces.ncsu.edu/plants/leucojum-vernum/,adaptable; black-walnut-toxicity-tolerant; borders; bulb; clay-soils-tolerant; clumping; deer-resistant; erect; fragrant-flowers; landscape-plant-sleuths-course; low-maintenance; perennial-bulb; poison-leaves; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; rabbit-resistant; spring-flowering-bulbs; summer-bulbs; white-flowers; woodland_1
P2,horse_toxic_source_only,horse,AAA0748,Leucothoe axillaris,,toxic,https://plants.ces.ncsu.edu/plants/leucothoe-axillaris/,audubon; bee-friendly; bumblebees; butterfly-friendly; coastal-facw; cover-plant-winter; deer-resistant; food-source-nectar; food-source-pollen; fragrant-flowers; hedge; high-flammability; low-flammability; native-shrub; nc-native; nc-native-pollinator-plant; piedmont-mountains-facw; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rain-garden; riparian; slopes; specimen; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0750,Levisticum officinale,,toxic,https://plants.ces.ncsu.edu/plants/levisticum-officinale/,culinary; edible; edible-flowers; edible-fruits; edible-leaves; edible-roots; herb; herb-garden; herbaceous-perennial; ornamentals; problem-for-cats; problem-for-dogs; problem-for-horses; rhizomatous
P2,horse_toxic_source_only,horse,AAA0775,Lobelia cardinalis,,toxic,https://plants.ces.ncsu.edu/plants/lobelia-cardinalis/,audubon; butterfly-friendly; coastal-facw; collier-preserve-tn; fall-interest; food-source-fall; food-source-hard-mast-fruit; food-source-nectar; food-source-pollen; hs302; hs303; hummingbirds; low-maintenance; medium-flammability; native-garden; native-wildflower; nc-native; nc-wildflower-of-the-year; nectar-plant-early-fall; nectar-plant-late-summer; nectar-plant-mid-fall; nectar-plant-mid-summer; perennial_1; piedmont-mountains-facw; poison-leaves; poisonous; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rain-garden; riparian; stormwater-demo-garden-orange-co; water-garden; wet-soils-tolerant; wetland; wildflower; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0793,Lyonia lucida,,toxic,https://plants.ces.ncsu.edu/plants/lyonia-lucida/,audubon; bee-friendly; bird-friendly; bog; butterfly-friendly; coastal-facw; cover-plant-winter; evergreen; flood-tolerant; food-source-fall; food-source-hard-mast-fruit; food-source-nectar; food-source-pollen; hedge; mammals; medium-flammability; native-bees; native-shrub; naturalizes; nc-native; nc-native-pollinator-plant; nectar-plant; nectar-plant-late-spring; nectar-plant-mid-spring; part-shade; piedmont-mountains-facw; pollinator-plant; pond-margins; problem-for-cats; problem-for-dogs; problem-for-horses; rain-garden; showy-fruits; specialized-bees; standing-water; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0833,Mentha spicata,,toxic,https://plants.ces.ncsu.edu/plants/mentha-spicata/,child; children; container; early-care; early-childhood; easy-edibles; flowering; fragrant-leaves; groundcovers-that-can-be-mowed; herb; herb-garden; herbaceous-perennial; preschool; problem-for-cats; problem-for-dogs; problem-for-horses; spreading; tea; th-smell; th-sowing; th-taste; th-touch; th-wildlife; vhfn; vhfn-h; weedy
P2,horse_toxic_source_only,horse,AAA0835,Mentha x piperita,,toxic,https://plants.ces.ncsu.edu/plants/mentha-x-piperita/,child; children; container; container-vegetable-garden; early-care; early-childhood; easy-edibles; edible; edible-flowers; edible-garden; fragrant-leaves; full-sun; groundcover; herb-garden; medicinal; part-shade; pink; pink-flowers; pollinator-plant; potpourri; preschool; problem-for-cats; problem-for-dogs; problem-for-horses; purple; purple-flowers; shade-tolerant-vegetable; small-spaces; spreading; summer-flowers; tea; th-smell; th-taste
P2,horse_toxic_source_only,horse,AAA0856,Monstera deliciosa,,toxic,https://plants.ces.ncsu.edu/plants/monstera-deliciosa/,container; dappled-shade; edible-fruits; epiphytic; fantz; green-leaves; houseplant; hsc; hsc-f; interiorscape; landscape-plant-sleuths-course; large-leaves; part-shade; perennial_1; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; showy-leaves; spadix; specimen; trellis; vertical-spaces; white-fruits
P2,horse_toxic_source_only,horse,AAA0872,Nandina domestica,,toxic,https://plants.ces.ncsu.edu/plants/nandina-domestica/,4h; aggressive; cpp; deer-resistant; disturbed-areas; drought-tolerant; evergreen; fall-interest; fantz; fast-growing; fpp; heavy-shade-tolerant; high-maintenance; hs111; hs303; invasive; landscape-plant-sleuths-course; naturalizes; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; salt-tolerant; showy-flowers; showy-fruits; showy-leaves; small-mammals; weedy; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0873,Narcissus cyclamineus,,toxic,https://plants.ces.ncsu.edu/plants/narcissus-cyclamineus/,beds; border-front; borders; container; deer-resistant; early-spring-flowers; fantz; flowers-mid-spring; hs302; lawns; naturalizes; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; rock-gardens; small-spaces; spring-flowering-bulbs; th-smell; th-wildlife; under-tree-planting; vigorous; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0874,Narcissus jonquilla,,toxic,https://plants.ces.ncsu.edu/plants/narcissus-jonquilla/,bulb; deer-resistant; drought-tolerant; easy-to-grow; fantz; fragrant-flowers; herbaceous-perennial; hs302; low-maintenance; mass-planting; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; showy-flowers; th-smell; th-wildlife; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0875,Narcissus poeticus,,toxic,https://plants.ces.ncsu.edu/plants/narcissus-poeticus/,beds; border-front; clumping; cutting-garden; fantz; flower-arrangements; fragrant-flowers; herbaceous; hs302; mass-planting; naturalizes; perennial-bulb; problem-for-cats; problem-for-dogs; problem-for-horses; showy-flowers; spring-flowering-bulbs; th-smell; th-wildlife; under-tree-planting; white-flowers
P2,horse_toxic_source_only,horse,AAA0876,Narcissus pseudonarcissus,,toxic,https://plants.ces.ncsu.edu/plants/narcissus-pseudonarcissus/,disease-resistant; drought-tolerant; fantz; fpp; heat-tolerant; hs302; pest-resistant; problem-for-cats; problem-for-dogs; problem-for-horses; showy-flowers; spring-interest; th-smell; th-wildlife; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0877,Narcissus tazetta,,toxic,https://plants.ces.ncsu.edu/plants/narcissus-tazetta/,deer-resistant; disease-resistant; drought-tolerant; fantz; fragrant-flowers; heat-tolerant; hs302; pest-resistant; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; spring-flowers; spring-interest; th-smell; th-wildlife; white-flowers
P2,horse_toxic_source_only,horse,AAA0878,Narcissus triandrus,,toxic,https://plants.ces.ncsu.edu/plants/narcissus-triandrus/,beds; border-front; cutting-garden; deer-resistant; fantz; flower-arrangements; fragrant-flowers; hs302; low-maintenance; mass-planting; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; showy-flowers; th-smell; th-wildlife; under-tree-planting; white-flowers
P2,horse_toxic_source_only,horse,AAA0891,Nerium oleander,,toxic,https://plants.ces.ncsu.edu/plants/nerium-oleander/,air-pollution-tolerant; border-back; contact-dermatitis; container; cpp; deer-resistant; drought-tolerant; evergreen; fantz; foundation-planting; fragrant-flowers; heat-tolerant; hedge; houseplant; hs304; interiorscape; leathery-leaves; low-flammability; low-maintenance; orange-flowers; patio; pink-flowers; poisonous; poor-soil-tolerant; problem-for-cats; problem-for-dogs; problem-for-horses; purple; purple-flowers; salt-spray-tolerant; salt-tolerant; screen; showy-flowers; shrub; small-tree; tough-plant; urban-conditions-tolerant; wind-dispersed-seeds; wind-tolerant; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0923,Oxalis corniculata,,toxic,https://plants.ces.ncsu.edu/plants/oxalis-corniculata/,annual_1; food-source-hard-mast-fruit; food-source-herbage; food-source-nectar; herbaceous-perennial; perennial_1; problem-for-cats; problem-for-dogs; problem-for-horses; weedy; wildflower
P2,horse_toxic_source_only,horse,AAA0924,Oxalis stricta,,toxic,https://plants.ces.ncsu.edu/plants/oxalis-stricta/,aggressive; cool-season-weed; disturbed-areas; edible; edible-weed; fast-growing; full-sun; heart-shaped-leaves; high-maintenance; meadow; native-weed; nc-native; part-shade; poor-soil-tolerant; problem-for-cats; problem-for-dogs; problem-for-horses; weedy; woodland_1
P2,horse_toxic_source_only,horse,AAA0925,Oxalis triangularis,,toxic,https://plants.ces.ncsu.edu/plants/oxalis-triangularis/,accent; full-sun; herbaceous-perennial; houseplant; hs302; hs303; interiorscape; part-shade; perennial_1; pink-flowers; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; purple-leaves; th-sight; veriegated; white-flowers
P2,horse_toxic_source_only,horse,AAA0948,Passiflora caerulea,,toxic,https://plants.ces.ncsu.edu/plants/passiflora-caerulea/,arbor; bee-friendly; butterfly-friendly; edible-fruits; fence; full-sun; herbaceous-perennial; hs303; larval-host-plant; nectar-plant-summer; perennial-vine; perennial_1; showy-flowers; trellis; unusual-flowers; vine
P2,horse_toxic_source_only,horse,AAA0950,Passiflora incarnata,,toxic,https://plants.ces.ncsu.edu/plants/passiflora-incarnata/,arbor; audubon; bee-friendly; bird-friendly; buncombe-county-sun-and-shade-garden; butterfly-friendly; childrens-garden; deciduous; deciduous-vine; deer-resistant; drought-tolerant; edible-fruits; fence; food-source-fall; food-source-herbage; food-source-nectar; food-source-pollen; food-source-summer; full-sun; gulf-fritillary-butterfly; heat-tolerant; high-flammability; hs303; hummingbirds; julia-butterfly; large-flowers; larval-host-plant; lavender; long-bloom-time; low-flammability; native-vine; nc-native; nc-native-pollinator-plant; nectar-plant; nectar-plant-early-summer; nectar-plant-late-spring; nectar-plant-mid-summer; perennial_1; play; pollinator-plant; red-banded-hairstreak-butterfly; showy-flowers; showy-fruits; spring-interest; summer-flowers; trellis; variegated-fritillary-butterfly; vine; white-flowers; wildflower; wildlife-friendly; zebra-longwing
P2,horse_toxic_source_only,horse,AAA0953,Pelargonium peltatum,,toxic,https://plants.ces.ncsu.edu/plants/pelargonium-peltatum/,fpp; problem-for-cats; problem-for-dogs; problem-for-horses
P2,horse_toxic_source_only,horse,AAA0975,Persea americana,,toxic,https://plants.ces.ncsu.edu/plants/persea-americana/,4h; edible-fruits; problem-for-horses; tropical-feel; tropical-tree
P2,horse_toxic_source_only,horse,AAA0978,Petroselinum crispum,,toxic,https://plants.ces.ncsu.edu/plants/petroselinum-crispum/,4h; childrens-garden; edible; fragrant-leaves; herb-garden; problem-for-cats; problem-for-dogs; problem-for-horses; sensory-garden; th-smell; th-taste; vegetable-garden; vhfn; vhfn-h; wilson-mg-plant-sale-2021
P2,horse_toxic_source_only,horse,AAA1016,Pieris japonica,,toxic,https://plants.ces.ncsu.edu/plants/pieris-japonica/,broadleaf-evergreen; cpp; evergreen; fantz; foundation-planting; fpp; fragrant-flowers; hs304; landscape-plant-sleuths-course; mass-planting; poisonous; poisonous-if-ingested; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; showy-flowers; showy-leaves; shrub-border; specimen
P2,horse_toxic_source_only,horse,AAA1028,Pinus ponderosa,,toxic,https://plants.ces.ncsu.edu/plants/pinus-ponderosa/,alkaline-soil-tolerant; cone; deer-resistant; drought-tolerant; evergreen; fragrant-leaves; imperial-moth; intolerance-wet-soils; intolerant-shade; landscape-plant-sleuths-course; larval-host-plant; low-flammability; needled-evergreen; needles; nighttime-garden; non-toxic-for-cats; non-toxic-for-dogs; problem-for-horses; wildlife-friendly; winter-interest; winter-wind-intolerant
